Gene,Program_Dataset
NME1,3_Mayr_2020_health
FH,3_Mayr_2020_health
IMPA2,3_Mayr_2020_health
MAPK13,3_Mayr_2020_health
ST6GALNAC4,3_Mayr_2020_health
C4orf46,3_Mayr_2020_health
NOP16,3_Mayr_2020_health
CDS2,3_Mayr_2020_health
ZBTB2,3_Mayr_2020_health
MPND,3_Mayr_2020_health
ESCO1,3_Mayr_2020_health
S100A12,4_Mayr_2020_health
S100A8,4_Mayr_2020_health
FCN1,4_Mayr_2020_health
CD36,4_Mayr_2020_health
S100A9,4_Mayr_2020_health
C12orf75,4_Mayr_2020_health
EGR1,4_Mayr_2020_health
SCGB3A1,4_Mayr_2020_health
VCAN,4_Mayr_2020_health
CD300E,4_Mayr_2020_health
SELL,4_Mayr_2020_health
QPCT,4_Mayr_2020_health
CLEC4E,4_Mayr_2020_health
LRG1,4_Mayr_2020_health
CDA,4_Mayr_2020_health
MTMR11,4_Mayr_2020_health
PRDX2,4_Mayr_2020_health
LILRA5,4_Mayr_2020_health
C1orf228,4_Mayr_2020_health
CCR2,4_Mayr_2020_health
RBP7,4_Mayr_2020_health
SUSD1,4_Mayr_2020_health
PIM2,4_Mayr_2020_health
SLC25A37,4_Mayr_2020_health
ASGR2,4_Mayr_2020_health
TMEM91,4_Mayr_2020_health
EHD1,4_Mayr_2020_health
SPINT1,4_Mayr_2020_health
HLX,4_Mayr_2020_health
EMB,4_Mayr_2020_health
CAV1,4_Mayr_2020_health
CYR61,4_Mayr_2020_health
LMNB1,4_Mayr_2020_health
ITK,4_Mayr_2020_health
FAM198B,4_Mayr_2020_health
BCL2L11,4_Mayr_2020_health
CP,4_Mayr_2020_health
ARHGEF40,4_Mayr_2020_health
NRGN,4_Mayr_2020_health
SAP30,4_Mayr_2020_health
VNN2,4_Mayr_2020_health
PDE4C,4_Mayr_2020_health
ASGR1,4_Mayr_2020_health
CD300LB,4_Mayr_2020_health
MNDA,4_Mayr_2020_health
CDKN2D,4_Mayr_2020_health
METTL9,4_Mayr_2020_health
LIN7A,4_Mayr_2020_health
PCSK5,4_Mayr_2020_health
HYAL2,4_Mayr_2020_health
POLG2,4_Mayr_2020_health
CR1,4_Mayr_2020_health
KCNJ15,4_Mayr_2020_health
PXDC1,4_Mayr_2020_health
DENND6B,4_Mayr_2020_health
ARID3A,4_Mayr_2020_health
NFE2,4_Mayr_2020_health
HEBP2,4_Mayr_2020_health
NPNT,4_Mayr_2020_health
PXN,4_Mayr_2020_health
AP1S2,4_Mayr_2020_health
IFI27,5_Mayr_2020_health
CCL18,5_Mayr_2020_health
RBP4,5_Mayr_2020_health
APOE,5_Mayr_2020_health
SDS,5_Mayr_2020_health
NUPR1,5_Mayr_2020_health
LGMN,5_Mayr_2020_health
APOC1,5_Mayr_2020_health
PLA2G7,5_Mayr_2020_health
SDC2,5_Mayr_2020_health
RARRES1,5_Mayr_2020_health
CTSL,5_Mayr_2020_health
FDX1,5_Mayr_2020_health
PLD3,5_Mayr_2020_health
LIPA,5_Mayr_2020_health
GPNMB,5_Mayr_2020_health
CD9,5_Mayr_2020_health
TREM2,5_Mayr_2020_health
LGALS3,5_Mayr_2020_health
MATK,5_Mayr_2020_health
GCHFR,5_Mayr_2020_health
NR1H3,5_Mayr_2020_health
ACP5,5_Mayr_2020_health
CTSD,5_Mayr_2020_health
CYP27A1,5_Mayr_2020_health
ALOX15B,5_Mayr_2020_health
ADTRP,5_Mayr_2020_health
ALDH1A1,5_Mayr_2020_health
CTSB,5_Mayr_2020_health
PRDX1,5_Mayr_2020_health
TEX14,5_Mayr_2020_health
TSPAN4,5_Mayr_2020_health
KLHDC8B,5_Mayr_2020_health
KCNMA1,5_Mayr_2020_health
GM2A,5_Mayr_2020_health
FAIM,5_Mayr_2020_health
DNASE2,5_Mayr_2020_health
PKD2L1,5_Mayr_2020_health
GMPR,5_Mayr_2020_health
TCN2,5_Mayr_2020_health
HEXA,5_Mayr_2020_health
ACP2,5_Mayr_2020_health
PTCRA,5_Mayr_2020_health
SLC1A3,5_Mayr_2020_health
SLC29A1,5_Mayr_2020_health
FXYD6,5_Mayr_2020_health
ADCY3,5_Mayr_2020_health
SCARB1,5_Mayr_2020_health
LHFPL2,5_Mayr_2020_health
SLC26A11,5_Mayr_2020_health
MFSD7,5_Mayr_2020_health
CCR5,5_Mayr_2020_health
PLA1A,5_Mayr_2020_health
PHYH,5_Mayr_2020_health
NCK1,5_Mayr_2020_health
ALG14,5_Mayr_2020_health
NFATC1,5_Mayr_2020_health
NAGLU,5_Mayr_2020_health
NTAN1,5_Mayr_2020_health
PER3,5_Mayr_2020_health
KNOP1,5_Mayr_2020_health
ANKRD9,5_Mayr_2020_health
RTN4R,5_Mayr_2020_health
ZFYVE28,5_Mayr_2020_health
MT1E,6_Mayr_2020_health
AKAP12,6_Mayr_2020_health
HSPA6,6_Mayr_2020_health
CYP1B1,6_Mayr_2020_health
INSIG1,6_Mayr_2020_health
EMP1,6_Mayr_2020_health
PMAIP1,6_Mayr_2020_health
VGLL3,6_Mayr_2020_health
RGS16,6_Mayr_2020_health
CCND1,6_Mayr_2020_health
ATF3,6_Mayr_2020_health
CLU,6_Mayr_2020_health
LILRB5,6_Mayr_2020_health
IFITM1,6_Mayr_2020_health
NR4A1,6_Mayr_2020_health
ABCA1,6_Mayr_2020_health
CX3CR1,6_Mayr_2020_health
HOPX,6_Mayr_2020_health
PTGER2,6_Mayr_2020_health
MTRNR2L1,6_Mayr_2020_health
MERTK,6_Mayr_2020_health
GPRC5A,6_Mayr_2020_health
GBP3,6_Mayr_2020_health
ZNF503,6_Mayr_2020_health
ANKRD37,6_Mayr_2020_health
ADCY3,6_Mayr_2020_health
EDNRB,6_Mayr_2020_health
CXXC5,6_Mayr_2020_health
TRPC6,6_Mayr_2020_health
PIM3,6_Mayr_2020_health
ICAM4,6_Mayr_2020_health
GCLC,6_Mayr_2020_health
KCNMB1,6_Mayr_2020_health
EPS8,6_Mayr_2020_health
SFTPD,6_Mayr_2020_health
METTL1,6_Mayr_2020_health
ARHGAP6,6_Mayr_2020_health
KMT2E-AS1,6_Mayr_2020_health
PIK3R1,6_Mayr_2020_health
LACTB2,6_Mayr_2020_health
BCAS2,6_Mayr_2020_health
SPTAN1,6_Mayr_2020_health
MZT2A,6_Mayr_2020_health
USP36,6_Mayr_2020_health
IFI27,7_Mayr_2020_health
FABP4,7_Mayr_2020_health
RBP4,7_Mayr_2020_health
HP,7_Mayr_2020_health
CES1,7_Mayr_2020_health
AKR1C3,7_Mayr_2020_health
IGF1,7_Mayr_2020_health
NUPR1,7_Mayr_2020_health
PRSS21,7_Mayr_2020_health
DEFB1,7_Mayr_2020_health
FABP5,7_Mayr_2020_health
RSPO3,7_Mayr_2020_health
LGALS3,7_Mayr_2020_health
PCOLCE2,7_Mayr_2020_health
GPD1,7_Mayr_2020_health
GCHFR,7_Mayr_2020_health
CD52,7_Mayr_2020_health
VMO1,7_Mayr_2020_health
MME,7_Mayr_2020_health
PPIC,7_Mayr_2020_health
ITIH5,7_Mayr_2020_health
ALOX5AP,7_Mayr_2020_health
ALAS1,7_Mayr_2020_health
TNNI2,7_Mayr_2020_health
BHLHE41,7_Mayr_2020_health
AOC3,7_Mayr_2020_health
TEX14,7_Mayr_2020_health
PPARG,7_Mayr_2020_health
ITGB8,7_Mayr_2020_health
SLC19A3,7_Mayr_2020_health
PLA2G16,7_Mayr_2020_health
UBB,7_Mayr_2020_health
CLDN7,7_Mayr_2020_health
LSAMP,7_Mayr_2020_health
PKD2L1,7_Mayr_2020_health
TBC1D4,7_Mayr_2020_health
TPD52L1,7_Mayr_2020_health
SELM,7_Mayr_2020_health
KCNAB1,7_Mayr_2020_health
GPA33,7_Mayr_2020_health
AMIGO2,7_Mayr_2020_health
STON1,7_Mayr_2020_health
ATL1,7_Mayr_2020_health
GATA3,7_Mayr_2020_health
APIP,7_Mayr_2020_health
SPATS2L,7_Mayr_2020_health
SLC47A1,7_Mayr_2020_health
CORO2A,7_Mayr_2020_health
PTPMT1,7_Mayr_2020_health
ARHGEF28,7_Mayr_2020_health
PELO,7_Mayr_2020_health
C9orf16,7_Mayr_2020_health
GNG12,7_Mayr_2020_health
ACOT2,7_Mayr_2020_health
EPB41L4A,7_Mayr_2020_health
PDLIM7,7_Mayr_2020_health
TMEM251,7_Mayr_2020_health
MOSPD1,7_Mayr_2020_health
DTX4,7_Mayr_2020_health
NEIL2,7_Mayr_2020_health
PCED1B,7_Mayr_2020_health
AK1,7_Mayr_2020_health
PDCD1LG2,7_Mayr_2020_health
MOSPD3,7_Mayr_2020_health
ACAT1,7_Mayr_2020_health
TMEM53,7_Mayr_2020_health
PGM1,7_Mayr_2020_health
TMED3,7_Mayr_2020_health
ECHDC2,7_Mayr_2020_health
LYPLAL1,7_Mayr_2020_health
SIGLEC11,7_Mayr_2020_health
DDO,7_Mayr_2020_health
KBTBD7,7_Mayr_2020_health
ATP6V1D,7_Mayr_2020_health
NFU1,7_Mayr_2020_health
B3GNT2,7_Mayr_2020_health
TMEM128,7_Mayr_2020_health
IDNK,7_Mayr_2020_health
CCL5,8_Mayr_2020_health
TIMP3,8_Mayr_2020_health
SPARC,8_Mayr_2020_health
IL7R,8_Mayr_2020_health
JUN,8_Mayr_2020_health
MGP,8_Mayr_2020_health
ARL4C,8_Mayr_2020_health
SGK1,8_Mayr_2020_health
RUNX3,8_Mayr_2020_health
SFTPA1,8_Mayr_2020_health
LIMCH1,8_Mayr_2020_health
SYTL3,8_Mayr_2020_health
TFPI,8_Mayr_2020_health
MANF,8_Mayr_2020_health
SDC4,8_Mayr_2020_health
DHCR24,8_Mayr_2020_health
KLF6,8_Mayr_2020_health
RALA,8_Mayr_2020_health
CD3D,8_Mayr_2020_health
SLC27A3,8_Mayr_2020_health
IER5,8_Mayr_2020_health
VWA5A,8_Mayr_2020_health
NFKB1,8_Mayr_2020_health
ANKH,8_Mayr_2020_health
GMNN,8_Mayr_2020_health
TCOF1,8_Mayr_2020_health
NEIL2,8_Mayr_2020_health
DDAH2,8_Mayr_2020_health
PRKCB,8_Mayr_2020_health
KIAA1147,8_Mayr_2020_health
PVR,8_Mayr_2020_health
SIPA1L1,8_Mayr_2020_health
RRM2B,8_Mayr_2020_health
CHORDC1,8_Mayr_2020_health
PDE4DIP,8_Mayr_2020_health
C12orf65,8_Mayr_2020_health
GCC2,8_Mayr_2020_health
C1orf132,8_Mayr_2020_health
SC5D,8_Mayr_2020_health
ITPR1,8_Mayr_2020_health
LAMB3,8_Mayr_2020_health
PHACTR2,8_Mayr_2020_health
PER3,8_Mayr_2020_health
MED7,8_Mayr_2020_health
G0S2,9_Mayr_2020_health
BIRC3,9_Mayr_2020_health
SCGB1A1,9_Mayr_2020_health
GPD1,9_Mayr_2020_health
FHL1,9_Mayr_2020_health
CHCHD6,9_Mayr_2020_health
HPGD,9_Mayr_2020_health
CPA3,9_Mayr_2020_health
SCGB3A2,9_Mayr_2020_health
CKS2,9_Mayr_2020_health
ZNF331,9_Mayr_2020_health
KIT,9_Mayr_2020_health
ABCG2,9_Mayr_2020_health
TOB1,9_Mayr_2020_health
CRISPLD2,9_Mayr_2020_health
SOCS3,9_Mayr_2020_health
CREB5,9_Mayr_2020_health
CD1D,9_Mayr_2020_health
EDEM2,9_Mayr_2020_health
RDH10,9_Mayr_2020_health
RAI14,9_Mayr_2020_health
LILRA2,9_Mayr_2020_health
SLC39A10,9_Mayr_2020_health
WLS,9_Mayr_2020_health
METTL7A,9_Mayr_2020_health
NFKBIE,9_Mayr_2020_health
DIXDC1,9_Mayr_2020_health
SPECC1,9_Mayr_2020_health
PDGFA,9_Mayr_2020_health
RAB20,9_Mayr_2020_health
TNFAIP8L2,9_Mayr_2020_health
IL16,9_Mayr_2020_health
CALU,9_Mayr_2020_health
PER2,9_Mayr_2020_health
PLXNA2,9_Mayr_2020_health
TP53I11,9_Mayr_2020_health
GNAL,9_Mayr_2020_health
TLR5,9_Mayr_2020_health
LGALSL,9_Mayr_2020_health
SLC34A2,9_Mayr_2020_health
ERMN,9_Mayr_2020_health
FCER1A,10_Mayr_2020_health
CD1E,10_Mayr_2020_health
CD1C,10_Mayr_2020_health
CST7,10_Mayr_2020_health
CD207,10_Mayr_2020_health
IL1R2,10_Mayr_2020_health
RGS1,10_Mayr_2020_health
HLA-DQB2,10_Mayr_2020_health
PKIB,10_Mayr_2020_health
CLEC10A,10_Mayr_2020_health
C15orf48,10_Mayr_2020_health
GPR183,10_Mayr_2020_health
FCGR2B,10_Mayr_2020_health
FAM26F,10_Mayr_2020_health
IL4I1,10_Mayr_2020_health
HLA-DQA1,10_Mayr_2020_health
HLA-DRB5,10_Mayr_2020_health
HLA-DQA2,10_Mayr_2020_health
SERPINB9,10_Mayr_2020_health
NDRG2,10_Mayr_2020_health
CLEC5A,10_Mayr_2020_health
SLC38A1,10_Mayr_2020_health
HLA-DQB1,10_Mayr_2020_health
NR4A3,10_Mayr_2020_health
ANKRD22,10_Mayr_2020_health
ARL4C,10_Mayr_2020_health
FILIP1L,10_Mayr_2020_health
HLA-DPA1,10_Mayr_2020_health
TCHH,10_Mayr_2020_health
HLA-DPB1,10_Mayr_2020_health
ADAM28,10_Mayr_2020_health
EGR3,10_Mayr_2020_health
CCND2,10_Mayr_2020_health
ENTPD1,10_Mayr_2020_health
SYTL3,10_Mayr_2020_health
CCR2,10_Mayr_2020_health
GALM,10_Mayr_2020_health
USP53,10_Mayr_2020_health
AFF3,10_Mayr_2020_health
C10orf128,10_Mayr_2020_health
PON2,10_Mayr_2020_health
CSF2RA,10_Mayr_2020_health
NFKB1,10_Mayr_2020_health
ETV5,10_Mayr_2020_health
ALCAM,10_Mayr_2020_health
NCKAP5,10_Mayr_2020_health
TRPC6,10_Mayr_2020_health
CDK6,10_Mayr_2020_health
DUSP10,10_Mayr_2020_health
CCR5,10_Mayr_2020_health
ACSM3,10_Mayr_2020_health
IL18R1,10_Mayr_2020_health
IL1R1,10_Mayr_2020_health
KCNK6,10_Mayr_2020_health
PLA1A,10_Mayr_2020_health
AMPD3,10_Mayr_2020_health
PDGFA,10_Mayr_2020_health
FCHO1,10_Mayr_2020_health
TRABD2A,10_Mayr_2020_health
BCL2,10_Mayr_2020_health
NFATC2,10_Mayr_2020_health
HSBP1L1,10_Mayr_2020_health
IGFLR1,10_Mayr_2020_health
ARL5B,10_Mayr_2020_health
PEA15,10_Mayr_2020_health
ANK3,10_Mayr_2020_health
B3GALNT2,10_Mayr_2020_health
PTGS1,10_Mayr_2020_health
FAM109A,10_Mayr_2020_health
NUDT4,10_Mayr_2020_health
HES1,11_Mayr_2020_health
IFITM2,11_Mayr_2020_health
CFP,11_Mayr_2020_health
IFITM3,11_Mayr_2020_health
FCGR3A,11_Mayr_2020_health
LILRA1,11_Mayr_2020_health
CDKN1C,11_Mayr_2020_health
POU2F2,11_Mayr_2020_health
LILRB2,11_Mayr_2020_health
GIMAP7,11_Mayr_2020_health
FAM65B,11_Mayr_2020_health
LILRA5,11_Mayr_2020_health
RAC2,11_Mayr_2020_health
FFAR2,11_Mayr_2020_health
CX3CR1,11_Mayr_2020_health
MTSS1,11_Mayr_2020_health
ABI3,11_Mayr_2020_health
GNG2,11_Mayr_2020_health
GPBAR1,11_Mayr_2020_health
CD79B,11_Mayr_2020_health
SLC2A6,11_Mayr_2020_health
TBC1D10C,11_Mayr_2020_health
L1TD1,11_Mayr_2020_health
ADA,11_Mayr_2020_health
NFKBIZ,11_Mayr_2020_health
TPTEP1,11_Mayr_2020_health
CD300A,11_Mayr_2020_health
TCF7L2,11_Mayr_2020_health
PPM1N,11_Mayr_2020_health
TRAF3IP3,11_Mayr_2020_health
RGS18,11_Mayr_2020_health
TAGLN,11_Mayr_2020_health
GNGT2,11_Mayr_2020_health
PHF19,11_Mayr_2020_health
ITGA4,11_Mayr_2020_health
GIMAP1,11_Mayr_2020_health
HIST1H2BD,11_Mayr_2020_health
C19orf38,11_Mayr_2020_health
CYTIP,11_Mayr_2020_health
ARAP2,11_Mayr_2020_health
HHEX,11_Mayr_2020_health
CHST15,11_Mayr_2020_health
PRKCB,11_Mayr_2020_health
C16orf54,11_Mayr_2020_health
TBC1D8,11_Mayr_2020_health
TSPAN32,11_Mayr_2020_health
ITGB2-AS1,11_Mayr_2020_health
CASP5,11_Mayr_2020_health
RASGRP2,11_Mayr_2020_health
LILRB1,11_Mayr_2020_health
ASNS,11_Mayr_2020_health
PAG1,11_Mayr_2020_health
RABGAP1L,11_Mayr_2020_health
GUCY1A3,11_Mayr_2020_health
CDH23,11_Mayr_2020_health
PTP4A3,11_Mayr_2020_health
FCGR3B,11_Mayr_2020_health
S100Z,11_Mayr_2020_health
C11orf21,11_Mayr_2020_health
CNIH4,11_Mayr_2020_health
LRMP,11_Mayr_2020_health
SLC24A4,11_Mayr_2020_health
GIMAP2,11_Mayr_2020_health
PRAM1,11_Mayr_2020_health
ITGAL,11_Mayr_2020_health
SLC16A7,11_Mayr_2020_health
TNFRSF25,11_Mayr_2020_health
FGD2,11_Mayr_2020_health
SCLT1,11_Mayr_2020_health
ZBP1,11_Mayr_2020_health
CYFIP2,11_Mayr_2020_health
LONRF1,11_Mayr_2020_health
LRRC25,11_Mayr_2020_health
MYO1G,11_Mayr_2020_health
CCL3,12_Mayr_2020_health
GDF15,12_Mayr_2020_health
EGR1,12_Mayr_2020_health
IER3,12_Mayr_2020_health
JUN,12_Mayr_2020_health
EGR2,12_Mayr_2020_health
PRDM1,12_Mayr_2020_health
C3,12_Mayr_2020_health
SPON2,12_Mayr_2020_health
HERPUD1,12_Mayr_2020_health
NR4A2,12_Mayr_2020_health
ILF3-AS1,12_Mayr_2020_health
THAP2,12_Mayr_2020_health
HIST1H2AC,12_Mayr_2020_health
ZFP36L2,12_Mayr_2020_health
TFPI,12_Mayr_2020_health
MEF2C,12_Mayr_2020_health
CXorf21,12_Mayr_2020_health
CD3E,12_Mayr_2020_health
RPPH1,12_Mayr_2020_health
PADI2,12_Mayr_2020_health
TSPYL2,12_Mayr_2020_health
FPR3,12_Mayr_2020_health
AFF3,12_Mayr_2020_health
UBE2S,12_Mayr_2020_health
MFSD12,12_Mayr_2020_health
SPRED1,12_Mayr_2020_health
PHACTR1,12_Mayr_2020_health
TAGAP,12_Mayr_2020_health
ANKH,12_Mayr_2020_health
SH3BP4,12_Mayr_2020_health
FAH,12_Mayr_2020_health
CP,12_Mayr_2020_health
TCOF1,12_Mayr_2020_health
MFSD2A,12_Mayr_2020_health
ARHGEF40,12_Mayr_2020_health
KLF4,12_Mayr_2020_health
SAP30,12_Mayr_2020_health
RELB,12_Mayr_2020_health
KLF10,12_Mayr_2020_health
SLC30A1,12_Mayr_2020_health
DDHD1,12_Mayr_2020_health
MASTL,12_Mayr_2020_health
CNRIP1,12_Mayr_2020_health
RND1,12_Mayr_2020_health
SORL1,12_Mayr_2020_health
SOCS2,12_Mayr_2020_health
NAV1,12_Mayr_2020_health
ARHGAP22,12_Mayr_2020_health
RRM2B,12_Mayr_2020_health
MSI2,12_Mayr_2020_health
NEFH,12_Mayr_2020_health
ZRSR2,12_Mayr_2020_health
NFE2L3,12_Mayr_2020_health
CCDC112,12_Mayr_2020_health
FAM21A,12_Mayr_2020_health
N4BP2,12_Mayr_2020_health
SFTA2,12_Mayr_2020_health
NETO2,12_Mayr_2020_health
C12orf65,12_Mayr_2020_health
SESN3,12_Mayr_2020_health
ING1,12_Mayr_2020_health
IER5L,12_Mayr_2020_health
OGFRL1,12_Mayr_2020_health
ITPR1,12_Mayr_2020_health
CASP8AP2,12_Mayr_2020_health
CAPS,12_Mayr_2020_health
JUP,12_Mayr_2020_health
PER3,12_Mayr_2020_health
LAMP3,13_Mayr_2020_health
MATK,13_Mayr_2020_health
PTGS2,13_Mayr_2020_health
CSTB,13_Mayr_2020_health
CPE,13_Mayr_2020_health
S100A13,13_Mayr_2020_health
ITLN1,13_Mayr_2020_health
EVL,13_Mayr_2020_health
LRPAP1,13_Mayr_2020_health
SCCPDH,13_Mayr_2020_health
ACO1,13_Mayr_2020_health
GYPC,13_Mayr_2020_health
HMGB3,13_Mayr_2020_health
ITSN1,13_Mayr_2020_health
CD82,13_Mayr_2020_health
CCRL2,13_Mayr_2020_health
ATAD2,13_Mayr_2020_health
SIRPB1,13_Mayr_2020_health
GCLM,13_Mayr_2020_health
FBN1,13_Mayr_2020_health
ACVRL1,13_Mayr_2020_health
GK,13_Mayr_2020_health
HN1,13_Mayr_2020_health
METTL7A,13_Mayr_2020_health
GSTM4,13_Mayr_2020_health
DNAJC9,13_Mayr_2020_health
TMEM220,13_Mayr_2020_health
RFC2,13_Mayr_2020_health
MS4A14,13_Mayr_2020_health
GGA2,13_Mayr_2020_health
MTRNR2L12,13_Mayr_2020_health
CALHM2,13_Mayr_2020_health
KBTBD8,13_Mayr_2020_health
ITGB3BP,13_Mayr_2020_health
DOPEY2,13_Mayr_2020_health
SLC16A7,13_Mayr_2020_health
PNPLA2,13_Mayr_2020_health
PGK1,13_Mayr_2020_health
WDR60,13_Mayr_2020_health
MZT1,13_Mayr_2020_health
CAMP,14_Mayr_2020_health
CENPF,14_Mayr_2020_health
HIST1H4C,14_Mayr_2020_health
STMN1,14_Mayr_2020_health
CLSPN,14_Mayr_2020_health
CKS2,14_Mayr_2020_health
PRC1,14_Mayr_2020_health
PTTG1,14_Mayr_2020_health
NUSAP1,14_Mayr_2020_health
GGH,14_Mayr_2020_health
ABCG2,14_Mayr_2020_health
HMGB2,14_Mayr_2020_health
SCIN,14_Mayr_2020_health
PCNA,14_Mayr_2020_health
CDKN2C,14_Mayr_2020_health
SMC4,14_Mayr_2020_health
AIFM2,14_Mayr_2020_health
MCM7,14_Mayr_2020_health
EZH2,14_Mayr_2020_health
GALNT12,14_Mayr_2020_health
HELLS,14_Mayr_2020_health
ATAD2,14_Mayr_2020_health
SMC2,14_Mayr_2020_health
BRCA2,14_Mayr_2020_health
HOXB7,14_Mayr_2020_health
DTYMK,14_Mayr_2020_health
AURKA,14_Mayr_2020_health
KIF20B,14_Mayr_2020_health
KIF23,14_Mayr_2020_health
EPB41L4A,14_Mayr_2020_health
BRCA1,14_Mayr_2020_health
TMEM106C,14_Mayr_2020_health
HIST1H1E,14_Mayr_2020_health
HMGN2,14_Mayr_2020_health
MCM6,14_Mayr_2020_health
TMEM14A,14_Mayr_2020_health
DUT,14_Mayr_2020_health
LRRCC1,14_Mayr_2020_health
CENPH,14_Mayr_2020_health
KIF22,14_Mayr_2020_health
MCM4,14_Mayr_2020_health
CDK5RAP2,14_Mayr_2020_health
LSMEM1,14_Mayr_2020_health
FANCI,14_Mayr_2020_health
RRM1,14_Mayr_2020_health
TUBG1,14_Mayr_2020_health
LAT,14_Mayr_2020_health
LIG1,14_Mayr_2020_health
USP1,14_Mayr_2020_health
MCM8,14_Mayr_2020_health
SLC25A1,14_Mayr_2020_health
SKA2,14_Mayr_2020_health
SPDL1,14_Mayr_2020_health
SLFN13,14_Mayr_2020_health
ZAP70,14_Mayr_2020_health
CEP70,14_Mayr_2020_health
DNALI1,14_Mayr_2020_health
HIRIP3,14_Mayr_2020_health
RTN4R,14_Mayr_2020_health
MXD3,14_Mayr_2020_health
HECW2,14_Mayr_2020_health
SEPP1,15_Mayr_2020_health
SLC40A1,15_Mayr_2020_health
RNASE1,15_Mayr_2020_health
GDF15,15_Mayr_2020_health
IGF1,15_Mayr_2020_health
PLTP,15_Mayr_2020_health
FOLR2,15_Mayr_2020_health
LGMN,15_Mayr_2020_health
CH25H,15_Mayr_2020_health
F13A1,15_Mayr_2020_health
PDK4,15_Mayr_2020_health
TMEM176A,15_Mayr_2020_health
A2M,15_Mayr_2020_health
AKR1C1,15_Mayr_2020_health
TCHH,15_Mayr_2020_health
STAB1,15_Mayr_2020_health
MARCKS,15_Mayr_2020_health
LILRB5,15_Mayr_2020_health
NQO1,15_Mayr_2020_health
ME1,15_Mayr_2020_health
ITSN1,15_Mayr_2020_health
CD84,15_Mayr_2020_health
SLC7A8,15_Mayr_2020_health
RGL1,15_Mayr_2020_health
SRGAP1,15_Mayr_2020_health
FARP1,15_Mayr_2020_health
FBN1,15_Mayr_2020_health
GAS6,15_Mayr_2020_health
DAB2,15_Mayr_2020_health
NRP1,15_Mayr_2020_health
ITK,15_Mayr_2020_health
CDK6,15_Mayr_2020_health
ADRB2,15_Mayr_2020_health
MAF,15_Mayr_2020_health
BIN1,15_Mayr_2020_health
WLS,15_Mayr_2020_health
ITGB5,15_Mayr_2020_health
SLCO2B1,15_Mayr_2020_health
SESN1,15_Mayr_2020_health
GPR155,15_Mayr_2020_health
SLIT3,15_Mayr_2020_health
GRASP,15_Mayr_2020_health
GIMAP5,15_Mayr_2020_health
CYBRD1,15_Mayr_2020_health
C3AR1,15_Mayr_2020_health
TMEM53,15_Mayr_2020_health
CA11,15_Mayr_2020_health
RTN1,15_Mayr_2020_health
CCDC152,15_Mayr_2020_health
KRT8,15_Mayr_2020_health
ARHGAP22,15_Mayr_2020_health
BCAT1,15_Mayr_2020_health
KIFC3,15_Mayr_2020_health
SESN3,15_Mayr_2020_health
TLR7,15_Mayr_2020_health
ZEB2-AS1,15_Mayr_2020_health
TPM1,15_Mayr_2020_health
FNBP1L,15_Mayr_2020_health
ARSA,15_Mayr_2020_health
DMD,15_Mayr_2020_health
MFAP4,15_Mayr_2020_health
PRDM15,15_Mayr_2020_health
DEFB1,16_Mayr_2020_health
IFIT2,16_Mayr_2020_health
CCL23,16_Mayr_2020_health
IFIT1,16_Mayr_2020_health
ISG15,16_Mayr_2020_health
GBP1,16_Mayr_2020_health
RSAD2,16_Mayr_2020_health
IL4I1,16_Mayr_2020_health
IFIT3,16_Mayr_2020_health
GBP5,16_Mayr_2020_health
ISG20,16_Mayr_2020_health
TNFSF10,16_Mayr_2020_health
MX1,16_Mayr_2020_health
VAMP5,16_Mayr_2020_health
IFITM3,16_Mayr_2020_health
ANKRD22,16_Mayr_2020_health
IFI44L,16_Mayr_2020_health
NEXN,16_Mayr_2020_health
GBP4,16_Mayr_2020_health
WARS,16_Mayr_2020_health
RARRES3,16_Mayr_2020_health
NT5C3A,16_Mayr_2020_health
EPSTI1,16_Mayr_2020_health
HERC5,16_Mayr_2020_health
MAP3K7CL,16_Mayr_2020_health
STAT1,16_Mayr_2020_health
CD7,16_Mayr_2020_health
XAF1,16_Mayr_2020_health
GBP2,16_Mayr_2020_health
IFIH1,16_Mayr_2020_health
SAMD9L,16_Mayr_2020_health
IFI44,16_Mayr_2020_health
SECTM1,16_Mayr_2020_health
VWA8,16_Mayr_2020_health
MRAS,16_Mayr_2020_health
ROGDI,16_Mayr_2020_health
SP140,16_Mayr_2020_health
APOL2,16_Mayr_2020_health
DDX58,16_Mayr_2020_health
OAS3,16_Mayr_2020_health
CPED1,16_Mayr_2020_health
DLC1,16_Mayr_2020_health
PARP9,16_Mayr_2020_health
BMP2,16_Mayr_2020_health
SLC25A19,16_Mayr_2020_health
HSH2D,16_Mayr_2020_health
ST6GALNAC2,16_Mayr_2020_health
FBXO6,16_Mayr_2020_health
IFI35,16_Mayr_2020_health
SP110,16_Mayr_2020_health
LOH12CR2,16_Mayr_2020_health
TNRC6C,16_Mayr_2020_health
IL15RA,16_Mayr_2020_health
C5orf56,16_Mayr_2020_health
STRA13,16_Mayr_2020_health
TRPM2,16_Mayr_2020_health
LRRIQ1,16_Mayr_2020_health
S100B,17_Mayr_2020_health
LTB,17_Mayr_2020_health
TACSTD2,17_Mayr_2020_health
DNASE1L3,17_Mayr_2020_health
DUSP4,17_Mayr_2020_health
SERPINF1,17_Mayr_2020_health
SLAMF7,17_Mayr_2020_health
HLA-DOB,17_Mayr_2020_health
NDRG2,17_Mayr_2020_health
